u2e5181455348,false,Đà Nẵng,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455349,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534a,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534b,false,Đà Nẵng,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534c,false,Đà Nẵng,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534d,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534e,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e518145534f,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455350,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455351,false,Đà Nẵng,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455352,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455353,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455354,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455355,false,Đà Nẵng,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455356,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455357,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455358,false,Hồ Chí Minh,2026-06-06T06:32:47.496Z
6a23bf0fd8b02e5181455359,false,Đà Nẵng,2026-06-06T06:32:47.496Z
ser_id,is_admin,city,created_at
69cd608f3109fa058076dcdb,true,,2026-04-01T18:14:39.792Z
69de41aec3ff4ad839eb867c,false,,2026-04-14T13:31:26.295Z
6a23bf0fd8b02e5181455346,false,Hồ Chí Minh,2026-06-06T06:32:47.495Z
6a23bf0fd8b02e5181455347,false,Hà Nội,2026-06-06T06:32:47.496Z
6a23bf0fd8b0
